x,y,point_id
127.1214,13.735733,0
1.2697253,124.854866,1
19.940512,19.161028,2
-9.1317005,-84.1036,3
91.12795,99.792725,4
-79.2378,-22.666855,5
82.798195,-68.324135,6
-74.52014,70.51094,7
